category,district,time_slot,hour,day_of_week,month,day,season,is_weekend,is_holiday,weather_condition,crowdlevel,tourist_season,festival_period
Historical,Kathmandu,evening,18,3,1,16,Winter,0,0,Sunny,16.9,Low,No
Historical,Kathmandu,morning,9,4,1,17,Winter,0,0,Cloudy,10.4,Low,No
Historical,Kathmandu,afternoon,14,4,1,17,Winter,0,0,Foggy,15.3,Low,No
Historical,Kathmandu,evening,18,4,1,17,Winter,0,0,Cloudy,15.9,Low,No
Historical,Kathmandu,morning,9,5,1,18,Winter,1,0,Cloudy,19.0,Low,No
Historical,Kathmandu,afternoon,14,5,1,18,Winter,1,0,Sunny,36.3,Low,No
Historical,Kathmandu,evening,18,5,1,18,Winter,1,0,Cloudy,27.0,Low,No
Historical,Kathmandu,morning,9,6,1,19,Winter,1,0,Sunny,20.5,Low,No
Historical,Kathmandu,afternoon,14,6,1,19,Winter,1,0,Foggy,27.0,Low,No
Historical,Kathmandu,evening,18,6,1,19,Winter,1,0,Cloudy,26.6,Low,No
Historical,Kathmandu,morning,9,0,1,20,Winter,0,0,Foggy,8.8,Low,No
Historical,Kathmandu,afternoon,14,0,1,20,Winter,0,0,Cloudy,18.7,Low,No
Historical,Kathmandu,evening,18,0,1,20,Winter,0,0,Foggy,10.8,Low,No
Historical,Kathmandu,morning,9,1,1,21,Winter,0,0,Sunny,12.8,Low,No
Historical,Kathmandu,afternoon,14,1,1,21,Winter,0,0,Sunny,19.8,Low,No
Historical,Kathmandu,evening,18,1,1,21,Winter,0,0,Foggy,11.5,Low,No
Historical,Kathmandu,morning,9,2,1,22,Winter,0,0,Sunny,13.2,Low,No
Historical,Kathmandu,afternoon,14,2,1,22,Winter,0,0,Foggy,15.7,Low,No
Historical,Kathmandu,evening,18,2,1,22,Winter,0,0,Sunny,14.5,Low,No
Historical,Kathmandu,morning,9,3,1,23,Winter,0,0,Sunny,12.1,Low,No
Historical,Kathmandu,afternoon,14,3,1,23,Winter,0,0,Sunny,19.3,Low,No
Historical,Kathmandu,evening,18,3,1,23,Winter,0,0,Cloudy,13.1,Low,No
Historical,Kathmandu,morning,9,4,1,24,Winter,0,0,Cloudy,12.2,Low,No
Historical,Kathmandu,afternoon,14,4,1,24,Winter,0,0,Sunny,21.3,Low,No
Historical,Kathmandu,evening,18,4,1,24,Winter,0,0,Sunny,15.1,Low,No
Historical,Kathmandu,morning,9,5,1,25,Winter,1,0,Cloudy,21.1,Low,No
Historical,Kathmandu,afternoon,14,5,1,25,Winter,1,0,Cloudy,36.8,Low,No
Historical,Kathmandu,evening,18,5,1,25,Winter,1,0,Foggy,21.7,Low,No
Historical,Kathmandu,morning,9,6,1,26,Winter,1,0,Sunny,19.9,Low,No
Historical,Kathmandu,afternoon,14,6,1,26,Winter,1,0,Sunny,35.2,Low,No
Historical,Kathmandu,evening,18,6,1,26,Winter,1,0,Cloudy,23.9,Low,No
Historical,Kathmandu,morning,9,0,1,27,Winter,0,0,Sunny,11.2,Low,No
Historical,Kathmandu,afternoon,14,0,1,27,Winter,0,0,Sunny,22.1,Low,No
Historical,Kathmandu,evening,18,0,1,27,Winter,0,0,Cloudy,15.6,Low,No
Historical,Kathmandu,morning,9,1,1,28,Winter,0,0,Foggy,9.6,Low,No
Historical,Kathmandu,afternoon,14,1,1,28,Winter,0,0,Cloudy,17.8,Low,No
Historical,Kathmandu,evening,18,1,1,28,Winter,0,0,Cloudy,15.3,Low,No
Historical,Kathmandu,morning,9,2,1,29,Winter,0,0,Foggy,8.2,Low,No
Historical,Kathmandu,afternoon,14,2,1,29,Winter,0,0,Foggy,14.3,Low,No
Historical,Kathmandu,evening,18,2,1,29,Winter,0,0,Cloudy,13.4,Low,No
Historical,Kathmandu,morning,9,3,1,30,Winter,0,0,Cloudy,12.0,Low,No
Historical,Kathmandu,afternoon,14,3,1,30,Winter,0,0,Foggy,14.3,Low,No
Historical,Kathmandu,evening,18,3,1,30,Winter,0,0,Cloudy,14.3,Low,No
Historical,Kathmandu,morning,9,4,1,31,Winter,0,0,Cloudy,12.4,Low,No
Historical,Kathmandu,afternoon,14,4,1,31,Winter,0,0,Foggy,15.9,Low,No
Historical,Kathmandu,evening,18,4,1,31,Winter,0,0,Sunny,17.2,Low,No
Historical,Kathmandu,morning,9,5,2,1,Winter,1,0,Sunny,24.7,Low,No
Historical,Kathmandu,afternoon,14,5,2,1,Winter,1,0,Cloudy,39.5,Low,No
Historical,Kathmandu,evening,18,5,2,1,Winter,1,0,Sunny,34.8,Low,No
Historical,Kathmandu,morning,9,6,2,2,Winter,1,0,Cloudy,24.3,Low,No
Historical,Kathmandu,afternoon,14,6,2,2,Winter,1,0,Sunny,49.5,Low,No
Historical,Kathmandu,evening,18,6,2,2,Winter,1,0,Foggy,23.9,Low,No
Historical,Kathmandu,morning,9,0,2,3,Winter,0,0,Foggy,10.7,Low,No
Historical,Kathmandu,afternoon,14,0,2,3,Winter,0,0,Sunny,29.1,Low,No
Historical,Kathmandu,evening,18,0,2,3,Winter,0,0,Foggy,13.8,Low,No
Historical,Kathmandu,morning,9,1,2,4,Winter,0,0,Sunny,15.4,Low,No
Historical,Kathmandu,afternoon,14,1,2,4,Winter,0,0,Sunny,24.8,Low,No
Historical,Kathmandu,evening,18,1,2,4,Winter,0,0,Cloudy,16.9,Low,No
Historical,Kathmandu,morning,9,2,2,5,Winter,0,0,Foggy,11.7,Low,No
Historical,Kathmandu,afternoon,14,2,2,5,Winter,0,0,Sunny,27.4,Low,No
Historical,Kathmandu,evening,18,2,2,5,Winter,0,0,Foggy,15.8,Low,No
Historical,Kathmandu,morning,9,3,2,6,Winter,0,0,Foggy,11.9,Low,No
Historical,Kathmandu,afternoon,14,3,2,6,Winter,0,0,Foggy,20.2,Low,No
Historical,Kathmandu,evening,18,3,2,6,Winter,0,0,Sunny,18.9,Low,No
Historical,Kathmandu,morning,9,4,2,7,Winter,0,0,Sunny,14.2,Low,No
Historical,Kathmandu,afternoon,14,4,2,7,Winter,0,0,Sunny,24.2,Low,No
Historical,Kathmandu,evening,18,4,2,7,Winter,0,0,Cloudy,18.7,Low,No
Historical,Kathmandu,morning,9,5,2,8,Winter,1,0,Foggy,19.2,Low,No
Historical,Kathmandu,afternoon,14,5,2,8,Winter,1,0,Sunny,49.6,Low,No
Historical,Kathmandu,evening,18,5,2,8,Winter,1,0,Sunny,33.9,Low,No
Historical,Kathmandu,morning,9,6,2,9,Winter,1,0,Cloudy,23.0,Low,No
Historical,Kathmandu,afternoon,14,6,2,9,Winter,1,0,Foggy,35.9,Low,No
Historical,Kathmandu,evening,18,6,2,9,Winter,1,0,Foggy,26.5,Low,No
Historical,Kathmandu,morning,9,0,2,10,Winter,0,0,Sunny,16.7,Low,No
Historical,Kathmandu,afternoon,14,0,2,10,Winter,0,0,Cloudy,22.7,Low,No
Historical,Kathmandu,evening,18,0,2,10,Winter,0,0,Foggy,13.2,Low,No
Historical,Kathmandu,morning,9,1,2,11,Winter,0,0,Cloudy,15.5,Low,No
Historical,Kathmandu,afternoon,14,1,2,11,Winter,0,0,Foggy,17.7,Low,No
Historical,Kathmandu,evening,18,1,2,11,Winter,0,0,Foggy,13.8,Low,No
Historical,Kathmandu,morning,9,2,2,12,Winter,0,0,Sunny,16.6,Low,No
Historical,Kathmandu,afternoon,14,2,2,12,Winter,0,0,Cloudy,24.3,Low,No
Historical,Kathmandu,evening,18,2,2,12,Winter,0,0,Cloudy,18.2,Low,No
Historical,Kathmandu,morning,9,3,2,13,Winter,0,0,Foggy,16.4,Low,Yes
Historical,Kathmandu,afternoon,14,3,2,13,Winter,0,0,Cloudy,37.5,Low,Yes
Historical,Kathmandu,evening,18,3,2,13,Winter,0,0,Cloudy,29.9,Low,Yes
Historical,Kathmandu,morning,9,4,2,14,Winter,0,0,Foggy,16.1,Low,Yes
Historical,Kathmandu,afternoon,14,4,2,14,Winter,0,0,Foggy,28.6,Low,Yes
Historical,Kathmandu,evening,18,4,2,14,Winter,0,0,Cloudy,26.6,Low,Yes
Historical,Kathmandu,morning,9,5,2,15,Winter,1,0,Foggy,31.8,Low,Yes
Historical,Kathmandu,afternoon,14,5,2,15,Winter,1,0,Cloudy,65.0,Low,Yes
Historical,Kathmandu,evening,18,5,2,15,Winter,1,0,Foggy,40.5,Low,Yes
Historical,Kathmandu,morning,9,6,2,16,Winter,1,0,Foggy,28.6,Low,Yes
Historical,Kathmandu,afternoon,14,6,2,16,Winter,1,0,Sunny,63.9,Low,Yes
Historical,Kathmandu,evening,18,6,2,16,Winter,1,0,Sunny,53.1,Low,Yes
Historical,Kathmandu,morning,9,0,2,17,Winter,0,0,Cloudy,22.3,Low,Yes
Historical,Kathmandu,afternoon,14,0,2,17,Winter,0,0,Sunny,38.7,Low,Yes
Historical,Kathmandu,evening,18,0,2,17,Winter,0,0,Sunny,28.9,Low,Yes
Historical,Kathmandu,morning,9,1,2,18,Winter,0,0,Sunny,23.2,Low,Yes
Historical,Kathmandu,afternoon,14,1,2,18,Winter,0,0,Cloudy,37.5,Low,Yes
Historical,Kathmandu,evening,18,1,2,18,Winter,0,0,Cloudy,26.4,Low,Yes
Historical,Kathmandu,morning,9,2,2,19,Winter,0,0,Foggy,16.3,Low,Yes
Historical,Kathmandu,afternoon,14,2,2,19,Winter,0,0,Cloudy,34.7,Low,Yes
Historical,Kathmandu,evening,18,2,2,19,Winter,0,0,Foggy,21.3,Low,Yes
Historical,Kathmandu,morning,9,3,2,20,Winter,0,0,Foggy,18.1,Low,Yes
Historical,Kathmandu,afternoon,14,3,2,20,Winter,0,0,Foggy,28.7,Low,Yes
Historical,Kathmandu,evening,18,3,2,20,Winter,0,0,Cloudy,25.5,Low,Yes
Historical,Kathmandu,morning,9,4,2,21,Winter,0,0,Cloudy,22.2,Low,Yes
Historical,Kathmandu,afternoon,14,4,2,21,Winter,0,0,Foggy,30.1,Low,Yes
Historical,Kathmandu,evening,18,4,2,21,Winter,0,0,Foggy,21.2,Low,Yes
Historical,Kathmandu,morning,9,5,2,22,Winter,1,0,Sunny,43.2,Low,Yes
Historical,Kathmandu,afternoon,14,5,2,22,Winter,1,0,Cloudy,60.4,Low,Yes
Historical,Kathmandu,evening,18,5,2,22,Winter,1,0,Cloudy,49.9,Low,Yes
Historical,Kathmandu,morning,9,6,2,23,Winter,1,0,Sunny,44.5,Low,Yes
Historical,Kathmandu,afternoon,14,6,2,23,Winter,1,0,Foggy,48.7,Low,Yes
Historical,Kathmandu,evening,18,6,2,23,Winter,1,0,Sunny,52.6,Low,Yes
Historical,Kathmandu,morning,9,0,2,24,Winter,0,0,Sunny,25.1,Low,Yes
Historical,Kathmandu,afternoon,14,0,2,24,Winter,0,0,Cloudy,32.8,Low,Yes
Historical,Kathmandu,evening,18,0,2,24,Winter,0,0,Foggy,21.4,Low,Yes
Historical,Kathmandu,morning,9,1,2,25,Winter,0,0,Foggy,16.4,Low,Yes
Historical,Kathmandu,afternoon,14,1,2,25,Winter,0,0,Foggy,31.0,Low,Yes
Historical,Kathmandu,evening,18,1,2,25,Winter,0,0,Foggy,22.7,Low,Yes
Historical,Kathmandu,morning,9,2,2,26,Winter,0,0,Sunny,21.5,Low,Yes
Historical,Kathmandu,afternoon,14,2,2,26,Winter,0,0,Foggy,27.2,Low,Yes
Historical,Kathmandu,evening,18,2,2,26,Winter,0,0,Cloudy,25.6,Low,Yes
Historical,Kathmandu,morning,9,3,2,27,Winter,0,0,Foggy,18.1,Low,Yes
Historical,Kathmandu,afternoon,14,3,2,27,Winter,0,0,Cloudy,36.2,Low,Yes
Historical,Kathmandu,evening,18,3,2,27,Winter,0,0,Foggy,23.4,Low,Yes
Historical,Kathmandu,morning,9,4,2,28,Winter,0,0,Foggy,10.8,Low,No
Historical,Kathmandu,afternoon,14,4,2,28,Winter,0,0,Foggy,18.2,Low,No
Historical,Kathmandu,evening,18,4,2,28,Winter,0,0,Sunny,19.0,Low,No
Historical,Kathmandu,morning,9,5,3,1,Spring,1,0,Sunny,83.9,Shoulder,No
Historical,Kathmandu,afternoon,14,5,3,1,Spring,1,0,Rainy,78.3,Shoulder,No
Historical,Kathmandu,evening,18,5,3,1,Spring,1,0,Sunny,95.0,Shoulder,No
Historical,Kathmandu,morning,9,6,3,2,Spring,1,0,Rainy,45.0,Shoulder,No
Historical,Kathmandu,afternoon,14,6,3,2,Spring,1,0,Rainy,75.6,Shoulder,No
Historical,Kathmandu,evening,18,6,3,2,Spring,1,0,Cloudy,95.0,Shoulder,No
Historical,Kathmandu,morning,9,0,3,3,Spring,0,0,Cloudy,73.4,Shoulder,Yes
Historical,Kathmandu,afternoon,14,0,3,3,Spring,0,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,0,3,3,Spring,0,0,Cloudy,84.0,Shoulder,Yes
Historical,Kathmandu,morning,9,1,3,4,Spring,0,0,Rainy,39.1,Shoulder,Yes
Historical,Kathmandu,afternoon,14,1,3,4,Spring,0,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,1,3,4,Spring,0,0,Cloudy,85.0,Shoulder,Yes
Historical,Kathmandu,morning,9,2,3,5,Spring,0,0,Sunny,81.2,Shoulder,Yes
Historical,Kathmandu,afternoon,14,2,3,5,Spring,0,0,Rainy,66.5,Shoulder,Yes
Historical,Kathmandu,evening,18,2,3,5,Spring,0,0,Sunny,95.0,Shoulder,Yes
Historical,Kathmandu,morning,9,3,3,6,Spring,0,0,Rainy,37.3,Shoulder,Yes
Historical,Kathmandu,afternoon,14,3,3,6,Spring,0,0,Rainy,65.8,Shoulder,Yes
Historical,Kathmandu,evening,18,3,3,6,Spring,0,0,Rainy,48.5,Shoulder,Yes
Historical,Kathmandu,morning,9,4,3,7,Spring,0,0,Sunny,77.5,Shoulder,Yes
Historical,Kathmandu,afternoon,14,4,3,7,Spring,0,0,Sunny,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,4,3,7,Spring,0,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,morning,9,5,3,8,Spring,1,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,afternoon,14,5,3,8,Spring,1,0,Rainy,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,5,3,8,Spring,1,0,Rainy,90.4,Shoulder,Yes
Historical,Kathmandu,morning,9,6,3,9,Spring,1,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,afternoon,14,6,3,9,Spring,1,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,6,3,9,Spring,1,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,morning,9,0,3,10,Spring,0,0,Cloudy,71.2,Shoulder,Yes
Historical,Kathmandu,afternoon,14,0,3,10,Spring,0,0,Rainy,65.8,Shoulder,Yes
Historical,Kathmandu,evening,18,0,3,10,Spring,0,0,Sunny,88.8,Shoulder,Yes
Historical,Kathmandu,morning,9,1,3,11,Spring,0,0,Cloudy,62.9,Shoulder,Yes
Historical,Kathmandu,afternoon,14,1,3,11,Spring,0,0,Rainy,66.0,Shoulder,Yes
Historical,Kathmandu,evening,18,1,3,11,Spring,0,0,Rainy,56.9,Shoulder,Yes
Historical,Kathmandu,morning,9,2,3,12,Spring,0,0,Sunny,79.7,Shoulder,Yes
Historical,Kathmandu,afternoon,14,2,3,12,Spring,0,0,Sunny,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,2,3,12,Spring,0,0,Sunny,94.1,Shoulder,Yes
Historical,Kathmandu,morning,9,3,3,13,Spring,0,0,Rainy,39.3,Shoulder,Yes
Historical,Kathmandu,afternoon,14,3,3,13,Spring,0,0,Sunny,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,3,3,13,Spring,0,0,Cloudy,80.6,Shoulder,Yes
Historical,Kathmandu,morning,9,4,3,14,Spring,0,0,Cloudy,73.6,Shoulder,Yes
Historical,Kathmandu,afternoon,14,4,3,14,Spring,0,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,4,3,14,Spring,0,0,Rainy,57.1,Shoulder,Yes
Historical,Kathmandu,morning,9,5,3,15,Spring,1,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,afternoon,14,5,3,15,Spring,1,0,Rainy,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,5,3,15,Spring,1,0,Rainy,82.5,Shoulder,Yes
Historical,Kathmandu,morning,9,6,3,16,Spring,1,0,Rainy,64.9,Shoulder,Yes
Historical,Kathmandu,afternoon,14,6,3,16,Spring,1,0,Sunny,95.0,Shoulder,Yes
Historical,Kathmandu,evening,18,6,3,16,Spring,1,0,Cloudy,95.0,Shoulder,Yes
Historical,Kathmandu,morning,9,0,3,17,Spring,0,0,Sunny,77.6,Shoulder,Yes
Historical,Kathmandu,afternoon,14,0,3,17,Spring,0,0,Rainy,63.2,Shoulder,Yes
Historical,Kathmandu,evening,18,0,3,17,Spring,0,0,Rainy,52.5,Shoulder,Yes
Historical,Kathmandu,morning,9,1,3,18,Spring,0,0,Cloudy,45.6,Shoulder,No
Historical,Kathmandu,afternoon,14,1,3,18,Spring,0,0,Cloudy,71.5,Shoulder,No
Historical,Kathmandu,evening,18,1,3,18,Spring,0,0,Rainy,36.3,Shoulder,No
Historical,Kathmandu,morning,9,2,3,19,Spring,0,0,Rainy,25.1,Shoulder,No
Historical,Kathmandu,afternoon,14,2,3,19,Spring,0,0,Sunny,86.9,Shoulder,No
Historical,Kathmandu,evening,18,2,3,19,Spring,0,0,Rainy,37.8,Shoulder,No
Historical,Kathmandu,morning,9,3,3,20,Spring,0,0,Cloudy,47.5,Shoulder,No
Historical,Kathmandu,afternoon,14,3,3,20,Spring,0,0,Cloudy,73.0,Shoulder,No
Historical,Kathmandu,evening,18,3,3,20,Spring,0,0,Sunny,67.6,Shoulder,No
Historical,Kathmandu,morning,9,4,3,21,Spring,0,0,Cloudy,44.1,Shoulder,No
Historical,Kathmandu,afternoon,14,4,3,21,Spring,0,0,Rainy,48.6,Shoulder,No
Historical,Kathmandu,evening,18,4,3,21,Spring,0,0,Sunny,64.7,Shoulder,No
Historical,Kathmandu,morning,9,5,3,22,Spring,1,0,Sunny,80.7,Shoulder,No
Historical,Kathmandu,afternoon,14,5,3,22,Spring,1,0,Sunny,95.0,Shoulder,No
Historical,Kathmandu,evening,18,5,3,22,Spring,1,0,Sunny,95.0,Shoulder,No
Historical,Kathmandu,morning,9,6,3,23,Spring,1,0,Sunny,91.9,Shoulder,No
Historical,Kathmandu,afternoon,14,6,3,23,Spring,1,0,Rainy,78.1,Shoulder,No
Historical,Kathmandu,evening,18,6,3,23,Spring,1,0,Cloudy,95.0,Shoulder,No
Historical,Kathmandu,morning,9,0,3,24,Spring,0,0,Rainy,29.2,Shoulder,No
Historical,Kathmandu,afternoon,14,0,3,24,Spring,0,0,Rainy,43.6,Shoulder,No
Historical,Kathmandu,evening,18,0,3,24,Spring,0,0,Rainy,34.4,Shoulder,No
Historical,Kathmandu,morning,9,1,3,25,Spring,0,0,Cloudy,40.9,Shoulder,No
Historical,Kathmandu,afternoon,14,1,3,25,Spring,0,0,Sunny,90.4,Shoulder,No
Historical,Kathmandu,evening,18,1,3,25,Spring,0,0,Cloudy,61.3,Shoulder,No
Historical,Kathmandu,morning,9,2,3,26,Spring,0,0,Cloudy,42.7,Shoulder,No
Historical,Kathmandu,afternoon,14,2,3,26,Spring,0,0,Cloudy,76.5,Shoulder,No
Historical,Kathmandu,evening,18,2,3,26,Spring,0,0,Cloudy,57.7,Shoulder,No
Historical,Kathmandu,morning,9,3,3,27,Spring,0,0,Sunny,46.8,Shoulder,No
Historical,Kathmandu,afternoon,14,3,3,27,Spring,0,0,Rainy,49.9,Shoulder,No
Historical,Kathmandu,evening,18,3,3,27,Spring,0,0,Sunny,69.3,Shoulder,No
Historical,Kathmandu,morning,9,4,3,28,Spring,0,0,Cloudy,47.5,Shoulder,No
Historical,Kathmandu,afternoon,14,4,3,28,Spring,0,0,Rainy,48.1,Shoulder,No
Historical,Kathmandu,evening,18,4,3,28,Spring,0,0,Cloudy,56.9,Shoulder,No
Historical,Kathmandu,morning,9,5,3,29,Spring,1,0,Sunny,90.0,Shoulder,No
Historical,Kathmandu,afternoon,14,5,3,29,Spring,1,0,Rainy,74.4,Shoulder,No
Historical,Kathmandu,evening,18,5,3,29,Spring,1,0,Rainy,60.1,Shoulder,No
Historical,Kathmandu,morning,9,6,3,30,Spring,1,0,Cloudy,81.7,Shoulder,No
Historical,Kathmandu,afternoon,14,6,3,30,Spring,1,0,Cloudy,95.0,Shoulder,No
Historical,Kathmandu,evening,18,6,3,30,Spring,1,0,Cloudy,95.0,Shoulder,No
Historical,Kathmandu,morning,9,0,3,31,Spring,0,0,Sunny,44.9,Shoulder,No
Historical,Kathmandu,afternoon,14,0,3,31,Spring,0,0,Sunny,92.6,Shoulder,No
Historical,Kathmandu,evening,18,0,3,31,Spring,0,0,Cloudy,56.0,Shoulder,No
Historical,Kathmandu,morning,9,1,4,1,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,afternoon,14,1,4,1,Spring,0,0,Rainy,91.3,Peak,No
Historical,Kathmandu,evening,18,1,4,1,Spring,0,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,morning,9,2,4,2,Spring,0,0,Rainy,50.2,Peak,No
Historical,Kathmandu,afternoon,14,2,4,2,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,evening,18,2,4,2,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,morning,9,3,4,3,Spring,0,0,Sunny,94.0,Peak,No
Historical,Kathmandu,afternoon,14,3,4,3,Spring,0,0,Rainy,79.6,Peak,No
Historical,Kathmandu,evening,18,3,4,3,Spring,0,0,Rainy,68.0,Peak,No
Historical,Kathmandu,morning,9,4,4,4,Spring,0,0,Sunny,86.7,Peak,No
Historical,Kathmandu,afternoon,14,4,4,4,Spring,0,0,Rainy,90.9,Peak,No
Historical,Kathmandu,evening,18,4,4,4,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,morning,9,5,4,5,Spring,1,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,afternoon,14,5,4,5,Spring,1,0,Rainy,95.0,Peak,No
Historical,Kathmandu,evening,18,5,4,5,Spring,1,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,morning,9,6,4,6,Spring,1,0,Rainy,85.4,Peak,No
Historical,Kathmandu,afternoon,14,6,4,6,Spring,1,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,evening,18,6,4,6,Spring,1,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,morning,9,0,4,7,Spring,0,0,Rainy,50.8,Peak,No
Historical,Kathmandu,afternoon,14,0,4,7,Spring,0,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,evening,18,0,4,7,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,morning,9,1,4,8,Spring,0,0,Rainy,48.7,Peak,No
Historical,Kathmandu,afternoon,14,1,4,8,Spring,0,0,Rainy,90.6,Peak,No
Historical,Kathmandu,evening,18,1,4,8,Spring,0,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,morning,9,2,4,9,Spring,0,0,Rainy,51.3,Peak,No
Historical,Kathmandu,afternoon,14,2,4,9,Spring,0,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,evening,18,2,4,9,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,morning,9,3,4,10,Spring,0,0,Rainy,48.7,Peak,No
Historical,Kathmandu,afternoon,14,3,4,10,Spring,0,0,Rainy,84.5,Peak,No
Historical,Kathmandu,evening,18,3,4,10,Spring,0,0,Rainy,65.8,Peak,No
Historical,Kathmandu,morning,9,4,4,11,Spring,0,0,Cloudy,86.3,Peak,No
Historical,Kathmandu,afternoon,14,4,4,11,Spring,0,0,Rainy,93.9,Peak,No
Historical,Kathmandu,evening,18,4,4,11,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,morning,9,5,4,12,Spring,1,0,Sunny,95.0,Peak,No
Historical,Kathmandu,afternoon,14,5,4,12,Spring,1,0,Sunny,95.0,Peak,No
Historical,Kathmandu,evening,18,5,4,12,Spring,1,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,morning,9,6,4,13,Spring,1,0,Sunny,95.0,Peak,No
Historical,Kathmandu,afternoon,14,6,4,13,Spring,1,0,Rainy,95.0,Peak,No
Historical,Kathmandu,evening,18,6,4,13,Spring,1,0,Rainy,95.0,Peak,No
Historical,Kathmandu,morning,9,0,4,14,Spring,0,0,Sunny,88.3,Peak,No
Historical,Kathmandu,afternoon,14,0,4,14,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,evening,18,0,4,14,Spring,0,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,morning,9,1,4,15,Spring,0,0,Rainy,49.6,Peak,No
Historical,Kathmandu,afternoon,14,1,4,15,Spring,0,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,evening,18,1,4,15,Spring,0,0,Cloudy,95.0,Peak,No
Historical,Kathmandu,morning,9,2,4,16,Spring,0,0,Cloudy,89.5,Peak,No
Historical,Kathmandu,afternoon,14,2,4,16,Spring,0,0,Sunny,95.0,Peak,No
Historical,Kathmandu,evening,18,2,4,16,Spring,0,0,Rainy,59.9,Peak,No
Historical,Kathmandu,morning,9,3,4,17,Spring,0,0,Rainy,53.3,Peak,No
Historical,Kathmandu,afternoon,14,3,4,17,Spring,0,0,Rainy,92.2,Peak,No
Historical,Kathmandu,evening,18,3,4,17,Spring,0,0,Rainy,63.3,Peak,No
Historical,Kathmandu,morning,9,4,4,18,Spring,0,0,Rainy,79.0,Peak,Yes
Historical,Kathmandu,afternoon,14,4,4,18,Spring,0,0,Cloudy,95.0,Peak,Yes
Historical,Kathmandu,evening,18,4,4,18,Spring,0,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,morning,9,5,4,19,Spring,1,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,afternoon,14,5,4,19,Spring,1,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,evening,18,5,4,19,Spring,1,0,Cloudy,95.0,Peak,Yes
Historical,Kathmandu,morning,9,6,4,20,Spring,1,0,Rainy,95.0,Peak,Yes
Historical,Kathmandu,afternoon,14,6,4,20,Spring,1,0,Cloudy,95.0,Peak,Yes
Historical,Kathmandu,evening,18,6,4,20,Spring,1,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,morning,9,0,4,21,Spring,0,0,Cloudy,95.0,Peak,Yes
Historical,Kathmandu,afternoon,14,0,4,21,Spring,0,0,Cloudy,95.0,Peak,Yes
Historical,Kathmandu,evening,18,0,4,21,Spring,0,0,Cloudy,95.0,Peak,Yes
Historical,Kathmandu,morning,9,1,4,22,Spring,0,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,afternoon,14,1,4,22,Spring,0,0,Rainy,95.0,Peak,Yes
Historical,Kathmandu,evening,18,1,4,22,Spring,0,0,Rainy,95.0,Peak,Yes
Historical,Kathmandu,morning,9,2,4,23,Spring,0,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,afternoon,14,2,4,23,Spring,0,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,evening,18,2,4,23,Spring,0,0,Cloudy,95.0,Peak,Yes
Historical,Kathmandu,morning,9,3,4,24,Spring,0,0,Rainy,75.5,Peak,Yes
Historical,Kathmandu,afternoon,14,3,4,24,Spring,0,0,Rainy,95.0,Peak,Yes
Historical,Kathmandu,evening,18,3,4,24,Spring,0,0,Sunny,95.0,Peak,Yes
Historical,Kathmandu,morning,9,4,4,25,Spring,0,0,Rainy,80.0,Peak,Yes
